coverage_support,seqId,seq,semantic
545,580,1713332 -1 1713332 -1 19121608 -1  -2 ,'Amoxicillin' -1 'Amoxicillin' -1 'Influenza virus vaccine' -1 -2 
540,150,1506270 -1 1797513 -1  -2 ,'Methylprednisolone' -1 'Ciprofloxacin' -1 -2 
516,1400,1125315 -1 1137529 1149380 -1  -2 ,'Acetaminophen' -1 'salmeterol' 'fluticasone' -1 -2 
510,1390,1149380 -1 1125315 -1 1149380 -1  -2 ,'fluticasone' -1 'Acetaminophen' -1 'fluticasone' -1 -2 
508,494,923645 -1 1125315 -1  -2 ,'Omeprazole' -1 'Acetaminophen' -1 -2 
495,1347,1154343 -1 1154343 -1 1149380 -1  -2 ,'Albuterol' -1 'Albuterol' -1 'fluticasone' -1 -2 
489,758,956874 -1 19121608 -1 1174888 -1  -2 ,'Furosemide' -1 'Influenza virus vaccine' -1 'Hydrocodone' -1 -2 
474,877,1734104 -1 1742253 -1 1174888 -1  -2 ,'Azithromycin' -1 'Levofloxacin' -1 'Hydrocodone' -1 -2 
458,934,956874 -1 1742253 -1 1742253 -1  -2 ,'Furosemide' -1 'Levofloxacin' -1 'Levofloxacin' -1 -2 
447,534,19049105 -1 19121608 -1 19049105 -1  -2 ,'Potassium Chloride' -1 'Influenza virus vaccine' -1 'Potassium Chloride' -1 -2 
447,524,1125315 -1 586413 -1  -2 ,'Acetaminophen' -1 'pneumococcal polysaccharides (23)' -1 -2 
437,1254,1346823 -1 1346823 -1 956874 -1  -2 ,'carvedilol' -1 'carvedilol' -1 'Furosemide' -1 -2 
436,343,1713332 -1 967823 -1  -2 ,'Amoxicillin' -1 'Sodium Chloride' -1 -2 
418,480,1174888 -1 906780 -1  -2 ,'Hydrocodone' -1 'Metoclopramide' -1 -2 
409,389,744740 -1 1734104 -1  -2 ,'zolpidem' -1 'Azithromycin' -1 -2 
408,332,1539403 -1 1154343 -1  -2 ,'Simvastatin' -1 'Albuterol' -1 -2 
565,1564,19049105 -1 19049105 -1 19049105 -1 19049105 -1  -2 ,'Potassium Chloride' -1 'Potassium Chloride' -1 'Potassium Chloride' -1 'Potassium Chloride' -1 -2 
547,634,19049105 -1 1125315 -1 1786621 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 'Cephalexin' -1 -2 
538,411,1154343 -1 1201620 -1  -2 ,'Albuterol' -1 'Codeine' -1 -2 
534,810,1713332 -1 1734104 -1 1734104 -1  -2 ,'Amoxicillin' -1 'Azithromycin' -1 'Azithromycin' -1 -2 
532,633,1125315 -1 1786621 -1 19049105 -1  -2 ,'Acetaminophen' -1 'Cephalexin' -1 'Potassium Chloride' -1 -2 
524,232,1797513 -1 1154343 -1  -2 ,'Ciprofloxacin' -1 'Albuterol' -1 -2 
514,993,1125315 -1 1506270 -1 1713332 -1  -2 ,'Acetaminophen' -1 'Methylprednisolone' -1 'Amoxicillin' -1 -2 
514,843,1786621 -1 1786621 -1 1125315 -1  -2 ,'Cephalexin' -1 'Cephalexin' -1 'Acetaminophen' -1 -2 
497,1185,1125315 -1 1346823 -1 1346823 -1  -2 ,'Acetaminophen' -1 'carvedilol' -1 'carvedilol' -1 -2 
487,261,1716903 -1 1174888 -1  -2 ,'moxifloxacin' -1 'Hydrocodone' -1 -2 
485,319,1201620 -1 1506270 -1  -2 ,'Codeine' -1 'Methylprednisolone' -1 -2 
473,203,1742253 -1 1308216 -1  -2 ,'Levofloxacin' -1 'Lisinopril' -1 -2 
471,812,1713332 -1 1713332 -1 1742253 -1  -2 ,'Amoxicillin' -1 'Amoxicillin' -1 'Levofloxacin' -1 -2 
463,320,1153664 -1 1551099 -1  -2 ,'Propoxyphene' -1 'Prednisone' -1 -2 
441,535,1734104 -1 19121608 -1 19121608 -1  -2 ,'Azithromycin' -1 'Influenza virus vaccine' -1 'Influenza virus vaccine' -1 -2 
440,2119,1124957 1125315 -1 1125315 1174888 -1  -2 ,'Oxycodone' 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
429,416,1154029 -1 1174888 -1  -2 ,'Fentanyl' -1 'Hydrocodone' -1 -2 
421,144,1545958 -1 1797513 -1  -2 ,'atorvastatin' -1 'Ciprofloxacin' -1 -2 
412,1356,956874 -1 1539403 -1 956874 -1  -2 ,'Furosemide' -1 'Simvastatin' -1 'Furosemide' -1 -2 
411,2152,1125315 1174888 -1 903963 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Triamcinolone' -1 'Hydrocodone' -1 -2 
411,1562,956874 -1 956874 -1 970250 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Spironolactone' -1 -2 
409,940,956874 -1 1713332 -1 1759842 -1  -2 ,'Furosemide' -1 'Amoxicillin' -1 'Clavulanate' -1 -2 
407,1411,956874 -1 1310149 -1 1125315 -1  -2 ,'Furosemide' -1 'Warfarin' -1 'Acetaminophen' -1 -2 
403,56,1705674 -1 19121608 -1  -2 ,'Trimethoprim' -1 'Influenza virus vaccine' -1 -2 
596,1258,956874 -1 1734104 -1 956874 -1  -2 ,'Furosemide' -1 'Azithromycin' -1 'Furosemide' -1 -2 
588,295,1125315 -1 1716903 -1  -2 ,'Acetaminophen' -1 'moxifloxacin' -1 -2 
535,618,1125315 -1 1734104 -1 19121608 -1  -2 ,'Acetaminophen' -1 'Azithromycin' -1 'Influenza virus vaccine' -1 -2 
522,1153,1786621 -1 1125315 -1 956874 -1  -2 ,'Cephalexin' -1 'Acetaminophen' -1 'Furosemide' -1 -2 
520,358,1506270 -1 1149380 -1  -2 ,'Methylprednisolone' -1 'fluticasone' -1 -2 
520,161,1734104 -1 1539403 -1  -2 ,'Azithromycin' -1 'Simvastatin' -1 -2 
518,1211,1125315 -1 1125315 -1 1518254 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Dexamethasone' -1 -2 
518,643,1713332 -1 19121608 -1 1125315 -1  -2 ,'Amoxicillin' -1 'Influenza virus vaccine' -1 'Acetaminophen' -1 -2 
514,675,19049105 -1 956874 -1 1734104 -1  -2 ,'Potassium Chloride' -1 'Furosemide' -1 'Azithromycin' -1 -2 
503,533,19049105 -1 19049105 -1 19121608 -1  -2 ,'Potassium Chloride' -1 'Potassium Chloride' -1 'Influenza virus vaccine' -1 -2 
496,801,1713332 -1 1786621 -1 1713332 -1  -2 ,'Amoxicillin' -1 'Cephalexin' -1 'Amoxicillin' -1 -2 
494,1555,1125315 -1 1125315 -1 744740 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'zolpidem' -1 -2 
494,1220,1125315 -1 1308216 -1 1308216 -1  -2 ,'Acetaminophen' -1 'Lisinopril' -1 'Lisinopril' -1 -2 
489,723,19049105 -1 1154343 -1 1174888 -1  -2 ,'Potassium Chloride' -1 'Albuterol' -1 'Hydrocodone' -1 -2 
478,1789,1705674 1836430 -1 1125315 -1 1125315 -1  -2 ,'Trimethoprim' 'Sulfamethoxazole' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
478,549,19049105 -1 1734104 -1 19049105 -1  -2 ,'Potassium Chloride' -1 'Azithromycin' -1 'Potassium Chloride' -1 -2 
478,371,1506270 -1 1124957 -1  -2 ,'Methylprednisolone' -1 'Oxycodone' -1 -2 
478,254,1163944 -1 1742253 -1  -2 ,'Guaifenesin' -1 'Levofloxacin' -1 -2 
475,1303,1125315 -1 1506270 -1 956874 -1  -2 ,'Acetaminophen' -1 'Methylprednisolone' -1 'Furosemide' -1 -2 
463,563,1154343 -1 19049105 -1 19049105 -1  -2 ,'Albuterol' -1 'Potassium Chloride' -1 'Potassium Chloride' -1 -2 
454,821,1713332 1759842 -1 1506270 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 'Methylprednisolone' -1 -2 
453,157,1742253 -1 1539403 -1  -2 ,'Levofloxacin' -1 'Simvastatin' -1 -2 
446,925,1705674 1836430 -1 956874 -1  -2 ,'Trimethoprim' 'Sulfamethoxazole' -1 'Furosemide' -1 -2 
443,753,1125315 -1 1124957 -1 19049105 -1  -2 ,'Acetaminophen' -1 'Oxycodone' -1 'Potassium Chloride' -1 -2 
441,1213,1125315 -1 1503297 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Metformin' -1 'Acetaminophen' -1 -2 
440,1771,956874 -1 1713332 -1 1713332 -1 1713332 -1  -2 ,'Furosemide' -1 'Amoxicillin' -1 'Amoxicillin' -1 'Amoxicillin' -1 -2 
439,417,1153428 -1 1174888 -1  -2 ,'fexofenadine' -1 'Hydrocodone' -1 -2 
438,1417,1308216 -1 1125315 -1 956874 -1  -2 ,'Lisinopril' -1 'Acetaminophen' -1 'Furosemide' -1 -2 
437,1359,1149380 -1 1149380 -1 1154343 -1  -2 ,'fluticasone' -1 'fluticasone' -1 'Albuterol' -1 -2 
436,1238,1174888 -1 956874 -1 1551099 -1  -2 ,'Hydrocodone' -1 'Furosemide' -1 'Prednisone' -1 -2 
435,354,1112921 -1 1551099 -1  -2 ,'Ipratropium' -1 'Prednisone' -1 -2 
430,2255,1713332 -1 1713332 -1 1713332 -1 1713332 -1 1713332 -1  -2 ,'Amoxicillin' -1 'Amoxicillin' -1 'Amoxicillin' -1 'Amoxicillin' -1 'Amoxicillin' -1 -2 
428,336,1137529 -1 1551099 -1  -2 ,'salmeterol' -1 'Prednisone' -1 -2 
427,2071,1125315 -1 1125315 1153664 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Propoxyphene' -1 'Hydrocodone' -1 -2 
426,1563,956874 -1 970250 -1 956874 -1  -2 ,'Furosemide' -1 'Spironolactone' -1 'Furosemide' -1 -2 
422,1075,1125315 1153664 -1 1742253 -1  -2 ,'Acetaminophen' 'Propoxyphene' -1 'Levofloxacin' -1 -2 
421,1007,1125315 -1 1545958 -1 1545958 -1  -2 ,'Acetaminophen' -1 'atorvastatin' -1 'atorvastatin' -1 -2 
420,1384,1346823 -1 956874 -1 1125315 -1  -2 ,'carvedilol' -1 'Furosemide' -1 'Acetaminophen' -1 -2 
418,344,1174888 -1 1501700 -1  -2 ,'Hydrocodone' -1 'Thyroxine' -1 -2 
415,712,19049105 -1 1125315 -1 1307046 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 'Metoprolol' -1 -2 
412,933,956874 -1 1786621 -1 1713332 -1  -2 ,'Furosemide' -1 'Cephalexin' -1 'Amoxicillin' -1 -2 
410,1330,956874 -1 1174888 -1 1346823 -1  -2 ,'Furosemide' -1 'Hydrocodone' -1 'carvedilol' -1 -2 
408,729,19049105 -1 956874 -1 1346823 -1  -2 ,'Potassium Chloride' -1 'Furosemide' -1 'carvedilol' -1 -2 
407,797,1742253 -1 1734104 -1 1742253 -1  -2 ,'Levofloxacin' -1 'Azithromycin' -1 'Levofloxacin' -1 -2 
406,1507,904453 -1 1125315 1174888 -1  -2 ,'Esomeprazole' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
405,1512,974166 -1 974166 -1 1174888 -1  -2 ,'Hydrochlorothiazide' -1 'Hydrochlorothiazide' -1 'Hydrocodone' -1 -2 
404,1488,1125315 1174888 -1 923645 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Omeprazole' -1 -2 
403,1620,956874 19049105 -1 19049105 -1 956874 -1  -2 ,'Furosemide' 'Potassium Chloride' -1 'Potassium Chloride' -1 'Furosemide' -1 -2 
581,1271,956874 -1 1125315 -1 1551099 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Prednisone' -1 -2 
581,697,956874 -1 19049105 -1 1713332 -1  -2 ,'Furosemide' -1 'Potassium Chloride' -1 'Amoxicillin' -1 -2 
575,590,1713332 -1 1713332 -1 19049105 -1  -2 ,'Amoxicillin' -1 'Amoxicillin' -1 'Potassium Chloride' -1 -2 
568,638,1713332 -1 1125315 -1 19121608 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' -1 'Influenza virus vaccine' -1 -2 
558,698,19049105 -1 1713332 -1 956874 -1  -2 ,'Potassium Chloride' -1 'Amoxicillin' -1 'Furosemide' -1 -2 
538,1622,956874 -1 19049105 -1 956874 -1 19049105 -1  -2 ,'Furosemide' -1 'Potassium Chloride' -1 'Furosemide' -1 'Potassium Chloride' -1 -2 
535,1225,1307046 -1 1125315 -1 1307046 -1  -2 ,'Metoprolol' -1 'Acetaminophen' -1 'Metoprolol' -1 -2 
529,1788,1125315 -1 1705674 1836430 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Trimethoprim' 'Sulfamethoxazole' -1 'Acetaminophen' -1 -2 
523,1316,1125315 -1 1310149 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Warfarin' -1 'Acetaminophen' -1 -2 
517,943,956874 -1 1734104 -1 1734104 -1  -2 ,'Furosemide' -1 'Azithromycin' -1 'Azithromycin' -1 -2 
515,1252,1742253 -1 956874 -1 956874 -1  -2 ,'Levofloxacin' -1 'Furosemide' -1 'Furosemide' -1 -2 
512,802,1786621 -1 1713332 -1 1713332 -1  -2 ,'Cephalexin' -1 'Amoxicillin' -1 'Amoxicillin' -1 -2 
510,1553,1125315 -1 744740 -1 1125315 -1  -2 ,'Acetaminophen' -1 'zolpidem' -1 'Acetaminophen' -1 -2 
509,1624,19049105 -1 19049105 -1 956874 -1 956874 -1  -2 ,'Potassium Chloride' -1 'Potassium Chloride' -1 'Furosemide' -1 'Furosemide' -1 -2 
503,1229,1786621 -1 956874 -1 956874 -1  -2 ,'Cephalexin' -1 'Furosemide' -1 'Furosemide' -1 -2 
502,431,1154343 -1 1153013 -1  -2 ,'Albuterol' -1 'Promethazine' -1 -2 
501,838,1125315 -1 1797513 -1 1797513 -1  -2 ,'Acetaminophen' -1 'Ciprofloxacin' -1 'Ciprofloxacin' -1 -2 
501,763,1125315 -1 19121608 -1 956874 -1  -2 ,'Acetaminophen' -1 'Influenza virus vaccine' -1 'Furosemide' -1 -2 
500,2076,1125315 -1 1153013 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Promethazine' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
494,1288,1125315 -1 1125315 -1 1361711 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Nitroglycerin' -1 -2 
494,788,1786621 -1 1713332 1759842 -1  -2 ,'Cephalexin' -1 'Amoxicillin' 'Clavulanate' -1 -2 
490,1045,1734104 -1 1154343 -1 1154343 -1  -2 ,'Azithromycin' -1 'Albuterol' -1 'Albuterol' -1 -2 
489,1424,1125315 -1 1124957 -1 1124957 -1  -2 ,'Acetaminophen' -1 'Oxycodone' -1 'Oxycodone' -1 -2 
489,857,1713332 -1 1174888 -1 1786621 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 'Cephalexin' -1 -2 
481,226,1201620 -1 1797513 -1  -2 ,'Codeine' -1 'Ciprofloxacin' -1 -2 
480,1009,1125315 -1 1539403 -1 1539403 -1  -2 ,'Acetaminophen' -1 'Simvastatin' -1 'Simvastatin' -1 -2 
480,586,19049105 -1 1734104 -1 1734104 -1  -2 ,'Potassium Chloride' -1 'Azithromycin' -1 'Azithromycin' -1 -2 
476,682,19049105 -1 1506270 -1 1174888 -1  -2 ,'Potassium Chloride' -1 'Methylprednisolone' -1 'Hydrocodone' -1 -2 
471,269,1734104 -1 1153664 -1  -2 ,'Azithromycin' -1 'Propoxyphene' -1 -2 
470,1222,1308216 -1 1308216 -1 1125315 -1  -2 ,'Lisinopril' -1 'Lisinopril' -1 'Acetaminophen' -1 -2 
468,400,903963 -1 1551099 -1  -2 ,'Triamcinolone' -1 'Prednisone' -1 -2 
467,1981,1125315 -1 1125315 1174888 -1 1308216 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Lisinopril' -1 -2 
466,1409,1125315 -1 1112921 1154343 -1  -2 ,'Acetaminophen' -1 'Ipratropium' 'Albuterol' -1 -2 
466,975,1551099 -1 1713332 -1 1125315 -1  -2 ,'Prednisone' -1 'Amoxicillin' -1 'Acetaminophen' -1 -2 
466,917,1713332 -1 1154343 -1 1713332 -1  -2 ,'Amoxicillin' -1 'Albuterol' -1 'Amoxicillin' -1 -2 
465,1461,1346823 -1 956874 -1 956874 -1  -2 ,'carvedilol' -1 'Furosemide' -1 'Furosemide' -1 -2 
465,601,19049105 -1 1174888 -1 1797513 -1  -2 ,'Potassium Chloride' -1 'Hydrocodone' -1 'Ciprofloxacin' -1 -2 
462,111,19049105 -1 1112921 -1  -2 ,'Potassium Chloride' -1 'Ipratropium' -1 -2 
461,1051,1713332 -1 1174888 -1 1154343 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 'Albuterol' -1 -2 
458,889,1797513 -1 1713332 -1 1125315 -1  -2 ,'Ciprofloxacin' -1 'Amoxicillin' -1 'Acetaminophen' -1 -2 
456,2041,1125315 1174888 -1 1154343 -1 1154343 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Albuterol' -1 'Albuterol' -1 -2 
453,1161,1154343 -1 1551099 -1 1154343 -1  -2 ,'Albuterol' -1 'Prednisone' -1 'Albuterol' -1 -2 
452,576,1705674 1836430 -1 19049105 -1  -2 ,'Trimethoprim' 'Sulfamethoxazole' -1 'Potassium Chloride' -1 -2 
449,1118,1125315 -1 1713332 -1 1124957 -1  -2 ,'Acetaminophen' -1 'Amoxicillin' -1 'Oxycodone' -1 -2 
448,326,1526475 -1 1174888 -1  -2 ,'ezetimibe' -1 'Hydrocodone' -1 -2 
447,1202,1174888 -1 1307046 -1 1307046 -1  -2 ,'Hydrocodone' -1 'Metoprolol' -1 'Metoprolol' -1 -2 
447,1019,1307046 -1 1713332 -1 1125315 -1  -2 ,'Metoprolol' -1 'Amoxicillin' -1 'Acetaminophen' -1 -2 
444,1752,1713332 1759842 -1 1713332 -1 1713332 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 'Amoxicillin' -1 'Amoxicillin' -1 -2 
442,750,19049105 -1 1124957 1125315 -1  -2 ,'Potassium Chloride' -1 'Oxycodone' 'Acetaminophen' -1 -2 
440,818,1713332 1759842 -1 1551099 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 'Prednisone' -1 -2 
438,1319,1125315 -1 1201620 -1 1201620 -1  -2 ,'Acetaminophen' -1 'Codeine' -1 'Codeine' -1 -2 
433,834,1786621 -1 1786621 -1 1174888 -1  -2 ,'Cephalexin' -1 'Cephalexin' -1 'Hydrocodone' -1 -2 
429,1970,1174888 -1 1307046 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Metoprolol' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
429,1036,1125315 -1 1201620 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Codeine' -1 'Azithromycin' -1 -2 
427,1388,1125315 -1 1125315 -1 1177480 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Ibuprofen' -1 -2 
425,1545,744740 -1 1125315 -1 1174888 -1  -2 ,'zolpidem' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
424,2257,1125315 1174888 -1 1713332 -1 1713332 -1 1713332 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Amoxicillin' -1 'Amoxicillin' -1 'Amoxicillin' -1 -2 
419,1414,1308216 -1 956874 -1 1125315 -1  -2 ,'Lisinopril' -1 'Furosemide' -1 'Acetaminophen' -1 -2 
419,234,1163944 -1 1786621 -1  -2 ,'Guaifenesin' -1 'Cephalexin' -1 -2 
418,1990,1125315 1174888 -1 1125315 -1 1307046 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Metoprolol' -1 -2 
417,119,986417 -1 19049105 -1  -2 ,'POLYETHYLENE GLYCOL 3350' -1 'Potassium Chloride' -1 -2 
415,819,1734104 -1 1734104 -1 1551099 -1  -2 ,'Azithromycin' -1 'Azithromycin' -1 'Prednisone' -1 -2 
414,1547,956874 -1 956874 -1 1124957 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Oxycodone' -1 -2 
413,568,19049105 -1 19121608 -1 956874 -1  -2 ,'Potassium Chloride' -1 'Influenza virus vaccine' -1 'Furosemide' -1 -2 
412,1042,1154343 -1 1742253 -1 1154343 -1  -2 ,'Albuterol' -1 'Levofloxacin' -1 'Albuterol' -1 -2 
411,764,1174888 -1 956874 19049105 -1  -2 ,'Hydrocodone' -1 'Furosemide' 'Potassium Chloride' -1 -2 
409,1329,956874 -1 1346823 -1 1174888 -1  -2 ,'Furosemide' -1 'carvedilol' -1 'Hydrocodone' -1 -2 
409,477,1174888 -1 922570 -1  -2 ,'Hydrocodone' -1 'Nystatin' -1 -2 
409,141,1713332 -1 1716903 -1  -2 ,'Amoxicillin' -1 'moxifloxacin' -1 -2 
407,1885,956874 -1 1125315 1174888 -1 1786621 -1  -2 ,'Furosemide' -1 'Acetaminophen' 'Hydrocodone' -1 'Cephalexin' -1 -2 
407,1123,1124957 -1 1125315 -1 1713332 -1  -2 ,'Oxycodone' -1 'Acetaminophen' -1 'Amoxicillin' -1 -2 
406,1419,1125315 -1 1307046 -1 956874 -1  -2 ,'Acetaminophen' -1 'Metoprolol' -1 'Furosemide' -1 -2 
406,900,1713332 -1 1713332 -1 1201620 -1  -2 ,'Amoxicillin' -1 'Amoxicillin' -1 'Codeine' -1 -2 
405,1355,956874 -1 956874 -1 1539403 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Simvastatin' -1 -2 
405,1039,1754994 -1 1125315 1174888 -1  -2 ,'Fluconazole' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
403,1506,1124957 1125315 -1 956874 -1  -2 ,'Oxycodone' 'Acetaminophen' -1 'Furosemide' -1 -2 
403,939,956874 -1 1742253 -1 1734104 -1  -2 ,'Furosemide' -1 'Levofloxacin' -1 'Azithromycin' -1 -2 
403,285,1742253 -1 1112921 -1  -2 ,'Levofloxacin' -1 'Ipratropium' -1 -2 
596,816,1713332 -1 1734104 -1 1713332 -1  -2 ,'Amoxicillin' -1 'Azithromycin' -1 'Amoxicillin' -1 -2 
583,1746,956874 -1 19049105 -1 956874 -1 956874 -1  -2 ,'Furosemide' -1 'Potassium Chloride' -1 'Furosemide' -1 'Furosemide' -1 -2 
527,1487,1125315 -1 1125315 -1 974166 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrochlorothiazide' -1 -2 
549,1317,1310149 -1 1125315 -1 1125315 -1  -2 ,'Warfarin' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
501,1410,1112921 1154343 -1 1125315 -1  -2 ,'Ipratropium' 'Albuterol' -1 'Acetaminophen' -1 -2 
506,1186,1346823 -1 1125315 -1 1346823 -1  -2 ,'carvedilol' -1 'Acetaminophen' -1 'carvedilol' -1 -2 
484,240,1201620 -1 1742253 -1  -2 ,'Codeine' -1 'Levofloxacin' -1 -2 
523,1224,1307046 -1 1307046 -1 1125315 -1  -2 ,'Metoprolol' -1 'Metoprolol' -1 'Acetaminophen' -1 -2 
506,262,1174888 -1 1716903 -1  -2 ,'Hydrocodone' -1 'moxifloxacin' -1 -2 
526,844,1125315 -1 1786621 -1 1786621 -1  -2 ,'Acetaminophen' -1 'Cephalexin' -1 'Cephalexin' -1 -2 
493,2172,939506 967823 986417 -1 1125315 -1  -2 ,'Sodium Bicarbonate' 'Sodium Chloride' 'POLYETHYLENE GLYCOL 3350' -1 'Acetaminophen' -1 -2 
478,1490,956874 -1 956874 -1 1308216 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Lisinopril' -1 -2 
483,370,1124957 -1 1506270 -1  -2 ,'Oxycodone' -1 'Methylprednisolone' -1 -2 
483,1346,1154343 -1 1149380 -1 1154343 -1  -2 ,'Albuterol' -1 'fluticasone' -1 'Albuterol' -1 -2 
507,798,1713332 1759842 -1 1742253 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 'Levofloxacin' -1 -2 
593,553,19049105 -1 1713332 -1 19049105 -1  -2 ,'Potassium Chloride' -1 'Amoxicillin' -1 'Potassium Chloride' -1 -2 
429,428,1135766 -1 1174888 -1  -2 ,'Phenylephrine' -1 'Hydrocodone' -1 -2 
493,471,989878 -1 1125315 -1  -2 ,'Lidocaine' -1 'Acetaminophen' -1 -2 
432,305,1308216 -1 1506270 -1  -2 ,'Lisinopril' -1 'Methylprednisolone' -1 -2 
506,579,1713332 -1 19121608 -1 1713332 -1  -2 ,'Amoxicillin' -1 'Influenza virus vaccine' -1 'Amoxicillin' -1 -2 
451,233,1153664 -1 1797513 -1  -2 ,'Propoxyphene' -1 'Ciprofloxacin' -1 -2 
458,774,19121608 -1 956874 -1 956874 -1  -2 ,'Influenza virus vaccine' -1 'Furosemide' -1 'Furosemide' -1 -2 
434,1349,1154332 -1 1125315 1174888 -1  -2 ,'Pseudoephedrine' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
494,309,1201620 -1 1551099 -1  -2 ,'Codeine' -1 'Prednisone' -1 -2 
530,1198,1125315 -1 1545958 -1 1125315 -1  -2 ,'Acetaminophen' -1 'atorvastatin' -1 'Acetaminophen' -1 -2 
439,1344,1174888 -1 1137529 1149380 -1  -2 ,'Hydrocodone' -1 'salmeterol' 'fluticasone' -1 -2 
421,1558,1125315 -1 903963 -1 903963 -1  -2 ,'Acetaminophen' -1 'Triamcinolone' -1 'Triamcinolone' -1 -2 
548,1251,956874 -1 956874 -1 1742253 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Levofloxacin' -1 -2 
406,422,1154343 -1 1163944 -1  -2 ,'Albuterol' -1 'Guaifenesin' -1 -2 
450,1011,1539403 -1 1125315 -1 1539403 -1  -2 ,'Simvastatin' -1 'Acetaminophen' -1 'Simvastatin' -1 -2 
534,1289,1361711 -1 1125315 -1 1125315 -1  -2 ,'Nitroglycerin' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
504,727,19049105 -1 1154343 -1 1154343 -1  -2 ,'Potassium Chloride' -1 'Albuterol' -1 'Albuterol' -1 -2 
435,1386,1177480 -1 1125315 -1 1125315 -1  -2 ,'Ibuprofen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
435,1494,956874 -1 956874 -1 1307046 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Metoprolol' -1 -2 
433,1218,1310149 -1 1125315 -1 1310149 -1  -2 ,'Warfarin' -1 'Acetaminophen' -1 'Warfarin' -1 -2 
430,817,1551099 -1 1713332 1759842 -1  -2 ,'Prednisone' -1 'Amoxicillin' 'Clavulanate' -1 -2 
409,531,19121608 -1 19049105 -1 19121608 -1  -2 ,'Influenza virus vaccine' -1 'Potassium Chloride' -1 'Influenza virus vaccine' -1 -2 
417,1200,1174888 -1 1308216 -1 1308216 -1  -2 ,'Hydrocodone' -1 'Lisinopril' -1 'Lisinopril' -1 -2 
406,1064,1734104 -1 1149380 -1 1149380 -1  -2 ,'Azithromycin' -1 'fluticasone' -1 'fluticasone' -1 -2 
544,1927,956874 -1 1125315 1174888 -1 1713332 -1  -2 ,'Furosemide' -1 'Acetaminophen' 'Hydrocodone' -1 'Amoxicillin' -1 -2 
434,1527,974166 -1 1125315 -1 974166 -1  -2 ,'Hydrochlorothiazide' -1 'Acetaminophen' -1 'Hydrochlorothiazide' -1 -2 
432,657,956874 -1 1786621 -1 19049105 -1  -2 ,'Furosemide' -1 'Cephalexin' -1 'Potassium Chloride' -1 -2 
411,453,1125315 -1 1136601 -1  -2 ,'Acetaminophen' -1 'benzonatate' -1 -2 
508,862,1742253 -1 1174888 -1 1742253 -1  -2 ,'Levofloxacin' -1 'Hydrocodone' -1 'Levofloxacin' -1 -2 
574,981,1713332 -1 1713332 -1 956874 -1  -2 ,'Amoxicillin' -1 'Amoxicillin' -1 'Furosemide' -1 -2 
